x,y =  1 8 -0.027980 -0.006046 

x,y =  3 6 -0.000815 0.000204 

x,y =  4 9 0.012768 -0.012296 

x,y =  4 4 0.019559 0.008905 

x,y =  1 5 -0.027980 0.006454 

x,y =  3 10 0.005977 -0.015421 

x,y =  4 10 0.019559 -0.015421 

x,y =  2 4 -0.007606 0.008905 

x,y =  3 12 0.005977 -0.021671 

x,y =  2 3 -0.014397 0.011356 

x,y =  1 6 -0.027980 0.000204 

x,y =  0 7 -0.034771 -0.002921 

x,y =  3 5 -0.000815 0.006454 

x,y =  4 5 0.012768 0.006454 

x,y =  0 4 -0.034771 0.008905 

x,y =  4 3 0.012768 0.011356 

x,y =  4 6 0.012768 0.000204 

x,y =  3 7 0.005977 -0.002921 

x,y =  5 3 0.026350 0.011356 

x,y =  3 4 0.005977 0.008905 

x,y =  3 9 -0.000815 -0.012296 

x,y =  5 8 0.026350 -0.006046 

x,y =  2 9 -0.014397 -0.012296 

x,y =  2 5 -0.014397 0.006454 

x,y =  2 8 -0.014397 -0.006046 

x,y =  5 4 0.033142 0.008905 

x,y =  4 7 0.019559 -0.002921 

x,y =  1 10 -0.021188 -0.015421 

x,y =  1 3 -0.027980 0.011356 

x,y =  1 7 -0.021188 -0.002921 

x,y =  5 6 0.026350 0.000204 

x,y =  1 9 -0.027980 -0.012296 

x,y =  4 11 0.012768 -0.018484 

x,y =  2 7 -0.007606 -0.002921 

x,y =  2 6 -0.014397 0.000204 

x,y =  5 5 0.026350 0.006454 

x,y =  5 7 0.033142 -0.002921 

x,y =  3 11 -0.000815 -0.018484 

x,y =  4 8 0.012768 -0.006046 

x,y =  2 11 -0.014397 -0.018484 

x,y =  1 4 -0.021188 0.008905 

x,y =  5 9 0.026350 -0.012296 

x,y =  3 8 -0.000815 -0.006046 

x,y =  2 10 -0.007606 -0.015421 

x,y =  2 12 -0.007606 -0.021671 

x,y =  3 3 -0.000815 0.011356 

