x,y =  3 5 -0.000813 -0.002993 

x,y =  2 3 -0.014393 -0.007895 

x,y =  3 6 -0.000813 0.003256 

x,y =  4 3 0.012766 -0.007895 

x,y =  4 10 0.019556 0.018880 

x,y =  4 5 0.012766 -0.002993 

x,y =  2 7 -0.007603 0.006381 

x,y =  4 9 0.012766 0.015755 

x,y =  2 8 -0.014393 0.009506 

x,y =  5 7 0.033135 0.006381 

x,y =  5 6 0.026345 0.003256 

x,y =  1 6 -0.027972 0.003256 

x,y =  5 3 0.026345 -0.007895 

x,y =  2 5 -0.014393 -0.002993 

x,y =  3 7 0.005976 0.006381 

x,y =  3 8 -0.000813 0.009506 

x,y =  5 4 0.033135 -0.005444 

x,y =  5 5 0.026345 -0.002993 

x,y =  2 4 -0.007603 -0.005444 

x,y =  4 7 0.019556 0.006381 

x,y =  4 4 0.019556 -0.005444 

x,y =  2 6 -0.014393 0.003256 

x,y =  3 4 0.005976 -0.005444 

x,y =  1 9 -0.027972 0.015755 

x,y =  1 8 -0.027972 0.009506 

x,y =  2 9 -0.014393 0.015755 

x,y =  1 3 -0.027972 -0.007895 

x,y =  5 9 0.026345 0.015755 

x,y =  0 4 -0.034762 -0.005444 

x,y =  4 8 0.012766 0.009506 

x,y =  2 11 -0.014393 0.021944 

x,y =  1 5 -0.027972 -0.002993 

x,y =  1 4 -0.021182 -0.005444 

x,y =  4 11 0.012766 0.021944 

x,y =  3 10 0.005976 0.018880 

x,y =  4 6 0.012766 0.003256 

x,y =  2 10 -0.007603 0.018880 

x,y =  3 9 -0.000813 0.015755 

x,y =  0 7 -0.034762 0.006381 

x,y =  3 11 -0.000813 0.021944 

x,y =  5 8 0.026345 0.009506 

x,y =  1 10 -0.021182 0.018880 

x,y =  1 7 -0.021182 0.006381 

