x,y =  3 11 -0.000813 -0.015436 

x,y =  5 8 0.026363 -0.002994 

x,y =  1 10 -0.021195 -0.012372 

x,y =  5 9 0.026363 -0.009246 

x,y =  5 4 0.033157 0.011960 

x,y =  2 8 -0.014401 -0.002994 

x,y =  5 7 0.033157 0.000131 

x,y =  0 4 -0.034784 0.011960 

x,y =  3 8 -0.000813 -0.002994 

x,y =  5 6 0.026363 0.003257 

x,y =  4 8 0.012775 -0.002994 

x,y =  4 9 0.012775 -0.009246 

x,y =  2 5 -0.014401 0.009509 

x,y =  1 9 -0.027990 -0.009246 

x,y =  3 7 0.005981 0.000131 

x,y =  2 4 -0.007607 0.011960 

x,y =  2 10 -0.007607 -0.012372 

x,y =  3 6 -0.000813 0.003257 

x,y =  4 5 0.012775 0.009509 

x,y =  4 6 0.012775 0.003257 

x,y =  4 11 0.012775 -0.015436 

x,y =  3 9 -0.000813 -0.009246 

x,y =  4 7 0.019569 0.000131 

x,y =  1 6 -0.027990 0.003257 

x,y =  4 4 0.019569 0.011960 

x,y =  0 7 -0.034784 0.000131 

x,y =  3 12 0.005981 -0.018623 

x,y =  1 8 -0.027990 -0.002994 

x,y =  1 4 -0.021195 0.011960 

x,y =  3 10 0.005981 -0.012372 

x,y =  1 7 -0.021195 0.000131 

x,y =  3 5 -0.000813 0.009509 

x,y =  5 5 0.026363 0.009509 

x,y =  2 7 -0.007607 0.000131 

x,y =  2 12 -0.007607 -0.018623 

x,y =  3 4 0.005981 0.011960 

x,y =  2 6 -0.014401 0.003257 

x,y =  2 9 -0.014401 -0.009246 

x,y =  1 5 -0.027990 0.009509 

x,y =  4 10 0.019569 -0.012372 

x,y =  2 11 -0.014401 -0.015436 

